patch_id,input
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_51_88,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_41_32,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_43_06,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_09_19,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_88_50,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_87_28,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_30_41,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_82_85,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_22_09,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_12_46,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_03_62,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_27_23,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_61_56,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_71_69,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_05_00,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_06_38,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_27_09,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_01_58,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_34_67,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_67_58,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_53_79,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_85_34,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_30_69,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_35_88,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_87_79,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_41_01,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_83_79,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_45_03,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_45_65,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_31_62,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_81_09,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_71_80,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_33_12,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20170924T093019_N9999_R136_T36VVQ_07_46,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_08_30,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_30_05,Describe this image in detail.
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_15_79,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_36_58,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_83_13,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_79_13,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_57_25,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_61_56,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_69_82,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_35_07,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_22_78,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_11_62,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_42_29,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_85_44,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_75_33,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_59_16,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_86_10,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_04_25,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_74_79,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_20_31,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_22_72,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_19_46,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_82_53,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_79_29,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_90_64,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_82_80,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_48_57,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_64_17,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_47_33,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_68_83,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_74_67,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_05_46,Describe this image in detail.
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_88_61,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_09_82,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_59_31,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_58_01,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_41_54,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_29_85,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_36_43,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_89_79,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_74_04,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_08_83,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
